CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
6.2,1704.0,1531.0,1071.0,507.0,213.0,1904.0,2098.0,15.7,58.9,1.0432,29.1
4.0,1176.0,1398.0,339.0,567.0,111.0,2120.0,1494.0,17.3,54.3,1.0631,23.8
2.8,1148.0,1054.0,353.0,631.0,177.0,1233.0,1157.0,10.2,43.1,0.5366,12.1
1.8,1048.0,983.0,134.0,780.0,119.0,1643.0,1064.0,25.5,34.0,1.0935,10.1
0.6799999999999999,895.0,656.0,80.0,946.0,51.0,1343.0,786.0,17.0,81.0,1.5521,3.1
0.5,748.0,595.0,107.0,1208.0,61.0,1089.0,677.0,12.8,59.8,0.8801,2.2
1.9,1087.0,926.0,340.0,715.0,153.0,1053.0,1390.0,5.3,55.0,0.4921,8.7
4.1,1301.0,1210.0,124.0,623.0,140.0,1813.0,1153.0,39.6,18.8,1.3413,17.0
1.92,1050.0,1039.0,108.0,756.0,129.0,1558.0,734.0,38.5,16.5,1.1037,11.7
0.9,872.0,782.0,75.0,1001.0,76.0,1607.0,874.0,19.5,59.4,1.3328,5.4
1.6,934.0,841.0,100.0,973.0,93.0,1497.0,756.0,12.3,66.4,0.944,6.6
0.5,853.0,502.0,66.0,1117.0,51.0,1087.0,592.0,14.2,65.1,1.0495,1.0
1.14,858.0,866.0,69.0,874.0,88.0,1421.0,715.0,25.3,28.4,0.9041,7.2
3.0,1147.0,848.0,195.0,636.0,101.0,1289.0,938.0,16.4,57.2,1.0574,6.8
1.52,1062.0,829.0,139.0,714.0,71.4,1592.0,846.0,24.5,56.3,1.7026,6.4
4.779999999999999,1538.0,1362.0,641.2,473.0,152.2,1924.0,1793.0,25.7,54.5,1.7684,22.4
2.9,1250.0,1173.0,169.6,720.0,114.6,1870.0,1282.0,21.8,39.6,1.0209,15.8
2.9,1092.0,1110.0,302.0,725.0,117.0,1641.0,1105.0,21.3,54.8,1.3742,13.8
2.3,1142.0,1035.0,100.0,746.0,112.0,1611.0,1062.0,27.9,27.6,1.0252,11.6
2.26,1106.0,1109.0,129.0,658.0,135.0,1752.0,1106.0,28.5,32.1,1.2296,13.8
2.4,1105.0,1016.0,142.0,789.0,98.0,1736.0,930.0,18.2,49.6,1.0268,11.1
0.6,904.0,565.0,81.0,942.0,61.0,1144.0,752.0,13.1,72.5,1.0911,1.7
2.48,1120.0,1238.0,370.0,1023.0,157.8,1591.0,1126.0,31.0,15.9,0.7039,18.0
3.8199999999999994,1436.0,1224.0,319.8,609.0,115.2,1886.0,1426.0,24.6,60.3,1.8363,17.5
0.5,871.0,611.0,11.0,1077.0,12.0,1494.0,526.0,27.5,53.0,1.9097,2.4
2.0,1120.0,1048.0,121.0,898.0,95.0,1560.0,870.0,25.4,24.2,0.7733,12.0
3.2,1256.0,1184.0,613.0,582.0,143.0,1448.0,1276.0,9.3,71.2,0.8325,16.1
2.2,1269.0,1016.0,388.0,579.0,189.0,1273.0,1383.0,24.3,24.7,0.7407,11.1
0.8,833.0,574.0,109.4,1150.0,79.6,930.0,752.0,7.9,55.4,0.593,1.9
5.7,1636.0,1553.0,514.0,449.0,166.0,2130.0,1745.0,23.6,54.4,1.5687,30.1
0.9199999999999999,873.0,618.0,180.0,1036.0,124.0,994.0,617.0,5.3,75.9,0.6824,2.5
4.4,1435.0,1408.0,598.0,537.0,191.0,1991.0,1704.0,25.8,44.2,1.4512,24.2
0.3,681.0,428.0,24.0,1768.0,21.0,817.0,297.0,10.7,39.2,0.5045,0.4
2.9,1491.0,1031.0,373.0,515.0,153.0,1387.0,1541.0,8.5,82.9,0.9243,11.5
1.8,1048.0,969.0,127.0,1012.0,107.6,1600.0,852.0,26.4,29.3,0.9889,9.8
1.7,1135.0,827.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294,6.3
2.6,1049.0,1152.0,149.0,693.0,128.0,1730.0,1189.0,25.7,31.6,1.0285,15.1
1.5,971.0,818.0,205.0,828.0,107.0,1252.0,857.0,15.9,59.6,1.0673,6.1
3.2,1224.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673,19.0
2.7,1214.0,1151.0,144.0,683.0,117.0,1938.0,1309.0,27.2,42.5,1.5069,15.1
3.1,1472.0,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684,14.3
0.6,857.0,661.0,40.0,1083.0,50.0,1511.0,696.0,23.5,50.8,1.452,3.1
6.6,1568.0,1528.0,864.0,455.0,208.0,1661.0,2046.0,9.4,41.3,0.4888,29.0
0.7,939.0,620.0,151.0,905.0,88.0,1095.0,813.0,10.9,69.2,0.9033,2.5
1.2,926.0,853.0,94.0,894.0,90.0,1478.0,651.0,31.1,26.2,1.1619,6.9
2.0,1085.0,954.0,109.0,866.0,100.0,1656.0,871.0,17.8,55.5,1.1174,9.4
2.9,1407.0,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,16.6
1.72,1039.0,936.0,212.8,731.0,94.8,1499.0,1121.0,21.2,59.3,1.4787,8.9
1.3,987.0,800.0,86.0,989.0,88.0,1462.0,658.0,15.5,57.1,0.996,5.7
1.5,1025.0,795.0,259.0,783.0,155.0,967.0,881.0,8.9,37.9,0.4318,5.6
0.7,864.0,673.0,83.0,947.0,61.0,1412.0,636.0,22.8,58.5,1.5985,3.3
0.4,771.0,533.0,21.8,1566.0,30.8,1110.0,360.0,17.4,30.2,0.5945,1.4
2.44,1138.0,940.0,328.0,706.0,169.0,1088.0,1359.0,8.3,41.3,0.4533,9.0
0.4,828.0,558.0,31.0,1166.0,37.2,1304.0,494.0,18.8,73.8,1.5885,1.7
1.7,1099.0,1015.0,125.0,763.0,117.0,1732.0,839.0,38.8,20.7,1.4036,11.0
1.48,959.0,892.0,100.0,996.0,85.4,1616.0,866.0,21.0,48.1,1.178,7.8
3.4,1399.0,1201.0,185.0,699.0,121.0,1971.0,1318.0,22.7,45.8,1.2465,16.7
0.3,814.0,606.0,57.4,1370.0,67.2,1131.0,745.0,23.0,33.0,0.9184,2.3
0.45999999999999996,838.0,559.0,22.4,1186.0,31.0,1428.0,559.0,28.0,45.2,1.6832,1.7
1.9,1061.0,908.0,141.0,968.0,99.0,1455.0,890.0,22.8,29.1,0.796,8.2
3.0,1269.0,1181.0,327.2,559.0,110.6,1756.0,1762.0,19.1,75.8,1.6568,16.0
0.5,849.0,615.0,31.0,1285.0,44.0,1276.0,461.0,17.2,43.1,0.8394,2.4
1.9,1277.0,886.0,140.0,902.0,109.0,1579.0,1004.0,12.2,70.0,0.9924,7.7
1.4,1126.0,886.0,316.0,713.0,98.0,1225.0,1158.0,8.5,81.1,0.8989,7.7
0.7,1052.0,553.0,34.0,1738.0,48.0,1221.0,472.0,10.5,58.1,0.7353,1.6
1.02,1057.0,768.0,76.6,958.0,68.0,1527.0,884.0,12.4,82.4,1.1848,5.1
2.3,1141.0,1095.0,119.0,642.0,92.0,1816.0,1139.0,27.7,44.6,1.6304,13.3
1.98,1152.0,926.0,130.0,854.0,91.0,1669.0,1034.0,15.8,60.4,1.0744,8.7
1.5,1048.0,949.0,88.0,764.0,86.0,1607.0,831.0,39.0,23.7,1.6346,9.2
2.9,1247.0,1037.0,187.0,812.0,125.0,1618.0,1193.0,12.3,55.5,0.7916,11.6
3.0,1382.0,1202.0,728.0,534.0,275.0,1352.0,1630.0,1.3,64.8,0.441,16.7
1.0,890.0,634.0,150.0,952.0,102.0,856.0,471.0,16.3,30.0,0.5514,2.7
3.6,1333.0,1154.0,550.0,534.0,158.0,1441.0,1647.0,10.7,70.9,0.9113,15.2
0.86,993.0,640.0,85.0,848.0,66.0,1110.0,548.0,13.0,65.3,0.9704,2.8
4.0,1475.0,1324.0,475.0,490.0,115.0,1925.0,1530.0,23.3,57.9,1.6376,21.0
0.4,835.0,560.0,41.0,1409.0,49.0,1317.0,407.0,16.2,53.7,0.9799,1.7
1.6,974.0,757.0,254.0,886.0,155.0,884.0,723.0,6.0,42.0,0.3962,4.9
1.2,983.0,833.0,116.0,894.0,102.0,1524.0,1012.0,16.0,58.3,1.0481,6.5
1.4,1018.0,800.0,225.0,821.0,78.0,1185.0,956.0,8.7,84.2,0.9526,5.7
1.2,929.0,659.0,220.0,920.0,147.0,851.0,1033.0,2.0,53.5,0.3831,3.1
2.2,1188.0,1108.0,178.0,693.0,132.0,1818.0,1275.0,34.2,27.2,1.4404,13.7
1.4,1002.0,854.0,104.0,818.0,71.0,1513.0,779.0,21.4,68.5,1.7261,6.9
0.6,768.0,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941,3.3
3.3,1309.0,1126.0,166.0,812.0,128.0,1722.0,1205.0,11.5,58.2,0.7867,14.3
0.64,783.0,522.0,66.4,1241.0,56.8,832.0,458.0,7.6,46.4,0.4869,1.2
1.0,993.0,688.0,229.8,847.0,150.2,874.0,931.0,5.8,42.9,0.399,3.6
7.7,1834.0,1723.0,947.0,400.0,167.0,2204.0,2190.0,15.1,67.0,1.1394,37.7
1.1,976.0,852.0,47.0,866.0,77.0,1467.0,559.0,40.4,19.8,1.4724,6.9
1.4,1157.0,830.0,138.0,1030.0,80.0,1584.0,1083.0,11.4,70.5,0.9475,6.4
1.0,968.0,719.0,73.0,1081.0,76.0,1388.0,664.0,19.2,42.3,0.9339,4.2
0.6799999999999999,820.0,506.0,64.8,1221.0,57.8,871.0,466.0,8.1,47.8,0.5157,1.1
0.5399999999999999,831.0,602.0,32.0,1269.0,41.0,1386.0,535.0,14.0,67.8,1.0787,2.2
3.3,1394.0,1294.0,266.0,555.0,190.0,2031.0,1834.0,34.0,29.9,1.5614,19.9
1.7,1028.0,813.0,268.6,794.0,142.8,1019.0,1076.0,4.0,69.5,0.5706,6.0
3.1,1264.0,1133.0,407.0,593.0,94.0,1750.0,1258.0,21.3,66.3,1.6594,14.5
6.5,1633.0,1671.0,761.0,398.0,149.0,2271.0,1852.0,20.8,64.0,1.5522,35.3
2.2,1236.0,962.0,117.0,853.0,101.0,1532.0,928.0,15.8,40.4,0.7228,9.6
3.1,1082.0,1178.0,341.0,733.0,129.0,1605.0,1077.0,22.8,42.5,1.1608,15.9
1.3599999999999999,1043.0,934.0,61.0,929.0,47.0,1707.0,811.0,31.4,31.2,1.4127,8.9
2.7,1260.0,1050.0,156.0,828.0,111.0,1722.0,979.0,10.7,68.5,0.8794,12.0
0.5,894.0,709.0,46.0,997.0,53.0,1432.0,853.0,24.0,37.8,1.1077,4.0
0.7,848.0,560.0,62.0,1206.0,44.0,1045.0,644.0,8.9,77.1,0.8804,1.7
3.8,1342.0,1215.0,796.0,542.0,196.0,1332.0,1806.0,5.5,54.9,0.4985,17.2
2.0,1034.0,972.0,230.0,747.0,115.0,1437.0,1118.0,23.9,38.1,1.1123,9.9
2.0,1051.0,950.0,196.0,802.0,138.0,1593.0,1040.0,28.8,33.0,1.2825,9.3
4.7,1506.0,1360.0,529.0,458.0,113.0,1944.0,1609.0,22.0,69.2,1.8061,22.3
3.3,1266.0,1261.0,355.0,541.0,97.0,1807.0,1285.0,22.4,55.2,1.4735,18.7
3.3,1308.0,1193.0,163.0,793.0,106.0,1193.0,1187.0,23.6,27.5,0.7913,16.4
2.5,1110.0,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,1.0106,13.4
1.06,1001.0,799.0,67.0,829.0,72.0,1619.0,859.0,22.7,68.4,1.8627,5.7
4.9,1465.0,1515.0,555.0,454.0,119.0,2119.0,1516.0,18.0,74.8,1.5281,28.5
2.5,1185.0,1152.0,96.0,578.0,42.0,2003.0,1274.0,25.5,59.7,1.9193,15.1
4.9,1478.0,1301.0,526.0,469.0,252.0,1682.0,1409.0,5.4,80.9,0.7293,20.2
1.0,1023.0,822.0,65.0,823.0,74.0,1585.0,1050.0,27.9,41.6,1.5425,6.2
1.2,978.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,4.0
1.3,1040.0,705.0,100.0,1149.0,91.0,1324.0,612.0,11.0,58.9,0.7714,3.9
4.8,1425.0,1386.0,744.0,691.0,203.0,1536.0,1978.0,15.0,41.4,0.7016,23.3
2.5,1254.0,973.0,371.0,543.0,156.0,1403.0,1328.0,13.4,62.0,0.9498,9.9
2.3,1185.0,1006.0,340.0,666.0,93.0,1638.0,1065.0,22.4,63.2,1.6878,10.8
6.9,1561.0,1425.0,772.0,465.0,197.0,1624.0,2101.0,9.8,52.4,0.6349,24.8
3.5,1310.0,1207.0,208.0,770.0,132.0,1847.0,1301.0,13.8,53.4,0.8351,16.9
1.3399999999999999,1024.0,859.0,65.2,810.0,68.0,1576.0,710.0,33.1,32.6,1.6188,7.0
0.7,812.0,663.0,18.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284,3.2
0.4,873.0,545.0,23.4,1308.0,32.2,1471.0,497.0,15.6,81.0,1.4302,1.5
0.6,893.0,540.0,43.0,1604.0,51.0,1268.0,413.0,7.6,83.2,0.8695,1.4
1.6,1109.0,843.0,157.0,769.0,81.0,1458.0,743.0,27.1,43.3,1.5255,6.7
4.2,1171.0,960.0,404.0,679.0,184.0,1121.0,1234.0,5.5,60.2,0.5458,9.5
1.0,901.0,754.0,139.0,936.0,62.0,1351.0,854.0,16.8,66.8,1.2721,4.8
3.3,1358.0,1158.0,502.4,529.0,178.6,1537.0,1326.0,9.3,77.0,0.9018,15.3
3.5,1315.0,1225.0,518.0,509.0,193.0,1408.0,1365.0,24.1,20.6,0.6075,17.5
2.1,1047.0,1101.0,159.0,913.0,114.0,1391.0,1103.0,29.2,9.8,0.3914,13.5
1.7,1222.0,902.0,294.0,590.0,133.0,1256.0,1384.0,15.1,50.2,0.8543,8.1
3.3,1133.0,971.0,357.0,683.0,172.0,1059.0,1332.0,7.8,41.3,0.4389,9.8
0.7,874.0,686.0,36.0,1032.0,48.0,1402.0,501.0,38.9,20.3,1.382,3.6
3.1,1217.0,1175.0,335.0,621.0,148.0,1644.0,1451.0,25.5,34.8,1.1152,15.8
2.3,1097.0,875.0,261.0,778.0,125.0,1080.0,1151.0,8.6,43.6,0.4887,7.4
1.1,895.0,792.0,39.0,975.0,58.0,1574.0,733.0,21.9,52.7,1.365,5.6
0.7,838.0,620.0,62.0,1292.0,74.0,1325.0,502.0,21.7,38.3,0.9842,2.5
1.9,1071.0,955.0,232.0,940.0,103.0,1311.0,977.0,14.9,59.9,1.0063,9.4
2.3,1326.0,1000.0,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,10.6
1.6,990.0,956.0,216.0,872.0,82.0,1476.0,826.0,23.6,43.2,1.2433,9.4
2.1,1112.0,1128.0,117.0,675.0,99.0,1771.0,1440.0,26.9,32.6,1.1381,14.3
2.2,1169.0,910.0,334.0,726.0,87.0,1563.0,992.0,21.1,68.3,1.6914,8.3
4.3,1191.0,1005.0,347.0,637.0,166.0,1224.0,1284.0,5.9,62.1,0.5808,10.7
0.5,814.0,666.0,56.0,1029.0,34.0,1311.0,719.0,17.8,67.5,1.3674,3.2
0.2,676.0,429.0,39.6,1750.0,30.6,803.0,296.0,11.0,37.3,0.488,0.4
1.0,906.0,809.0,159.2,878.0,58.2,1272.0,787.0,14.0,58.3,0.9294,5.9
1.9,1200.0,847.0,273.0,636.0,151.0,1297.0,1132.0,13.6,63.4,0.9794,6.8
2.6,1237.0,1175.0,173.0,660.0,128.0,1834.0,1424.0,30.5,29.7,1.2742,15.8
3.4,1483.0,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4,68.9,1.3557,17.4
2.8,1490.0,1286.0,188.0,593.0,97.0,2053.0,1447.0,16.6,55.9,1.0486,19.6
3.1,1257.0,1248.0,368.0,557.0,87.0,1837.0,1179.0,20.2,67.4,1.5832,18.3
0.6,889.0,760.0,143.0,1224.0,81.0,1213.0,806.0,20.3,35.5,0.8342,4.9
1.1,1049.0,826.0,150.0,765.0,51.0,1521.0,917.0,22.2,65.2,1.7256,6.3
2.7,1212.0,1149.0,279.0,562.0,49.0,1710.0,1599.0,18.4,78.1,1.637,15.0
1.8200000000000003,1215.0,900.0,98.4,823.0,89.0,1604.0,902.0,27.4,51.4,1.8404,8.0
4.8,1372.0,1451.0,318.0,631.0,206.0,2183.0,1541.0,35.8,22.1,1.2792,25.9
0.2,787.0,549.0,28.0,1366.0,43.0,1317.0,596.0,14.3,61.9,1.0031,1.6
3.5,1121.0,1190.0,604.0,673.0,188.0,1297.0,1264.0,16.7,25.9,0.4886,16.3
0.7,841.0,712.0,38.0,1175.0,50.0,1339.0,476.0,41.3,12.8,0.9933,4.0
5.6,1515.0,1584.0,699.0,496.0,133.0,2288.0,1591.0,18.2,66.1,1.3679,31.4
1.9,1234.0,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714,11.6
2.1,962.0,963.0,164.0,835.0,96.0,1592.0,843.0,27.0,27.9,0.9812,9.6
0.3,647.0,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624,0.3
1.5,977.0,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968,6.6
2.1,1262.0,1208.0,716.0,587.0,215.0,1219.0,1577.0,8.4,36.5,0.4035,16.9
1.7,1169.0,841.0,232.0,623.0,104.0,1361.0,1040.0,22.3,43.9,1.1695,6.6
0.8,905.0,652.0,41.0,1076.0,54.0,1446.0,490.0,28.2,42.6,1.6062,3.0
0.7799999999999999,994.0,711.0,98.0,867.0,60.0,1384.0,909.0,20.5,64.0,1.5247,4.0
4.7,1440.0,1443.0,232.0,635.0,162.0,2068.0,1594.0,25.8,27.0,0.8821,25.5
0.3,866.0,763.0,160.0,1018.0,106.0,859.0,775.0,15.2,18.7,0.3214,5.0
1.2,937.0,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061,7.9
0.7,917.0,714.0,116.2,870.0,45.0,1355.0,843.0,20.8,67.3,1.6353,4.1
0.6,945.0,569.0,136.0,1140.0,90.0,1135.0,632.0,10.5,81.8,1.0416,1.8
0.4,839.0,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813,2.4
1.9,1053.0,953.0,113.6,988.0,90.6,1483.0,758.0,27.0,22.2,0.7805,9.3
1.36,1004.0,827.0,82.2,972.0,82.6,1465.0,627.0,17.8,44.3,0.8929,6.3
1.6,1099.0,826.0,230.0,739.0,120.0,1223.0,940.0,15.9,52.2,0.9377,6.3
3.2,1517.0,1222.0,580.0,437.0,146.0,1750.0,1470.0,14.8,73.6,1.2331,17.4
1.2,1075.0,782.0,97.0,941.0,77.0,1505.0,988.0,11.6,76.4,1.0415,5.4
3.72,1524.0,1320.0,452.6,514.0,101.6,1925.0,1481.0,23.7,55.6,1.6074,20.8
0.6,927.0,549.0,119.0,967.0,86.0,1008.0,828.0,8.0,68.9,0.7402,1.6
1.3,1158.0,923.0,142.0,673.0,62.0,1519.0,1072.0,21.9,61.5,1.5967,8.6
2.4,1153.0,1042.0,184.0,733.0,136.0,1700.0,1022.0,23.2,43.2,1.2104,11.8
0.5,754.0,535.0,21.0,1490.0,33.0,1335.0,435.0,20.7,48.3,1.168,1.4
2.2,969.0,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083,12.4
0.8,1096.0,850.0,287.0,690.0,165.0,1146.0,943.0,12.2,50.9,0.7202,6.8
1.7,1064.0,942.0,94.0,735.0,78.0,1650.0,801.0,36.8,26.2,1.5984,9.1
3.18,1244.0,1301.0,169.4,842.0,126.8,1801.0,1170.0,29.4,21.0,0.8452,20.2
1.5,962.0,880.0,167.0,726.0,96.0,1484.0,1050.0,24.4,45.6,1.3779,7.5
1.6,1102.0,813.0,213.0,764.0,123.0,1204.0,1000.0,14.1,59.6,0.9563,6.0
2.1,994.0,871.0,279.0,793.0,174.0,997.0,836.0,4.7,47.2,0.4075,7.3
2.4,1274.0,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,11.7
0.5599999999999999,871.0,628.0,58.8,1118.0,39.4,1228.0,557.0,16.5,68.5,1.2753,2.6
2.5,1277.0,1043.0,306.0,614.0,99.0,1631.0,1155.0,25.0,50.1,1.563,11.8
0.6,826.0,616.0,27.2,1227.0,38.2,1384.0,575.0,13.9,67.7,1.0712,2.4
2.0,1235.0,947.0,241.0,594.0,131.0,1362.0,923.0,22.8,35.3,0.9693,9.2
0.8,911.0,751.0,48.0,1036.0,46.0,1518.0,817.0,14.3,66.2,1.0728,4.8
1.7,950.0,839.0,287.0,834.0,169.0,878.0,977.0,9.4,24.8,0.2923,6.6
0.7,952.0,695.0,56.0,910.0,39.0,1429.0,627.0,22.2,65.6,1.7355,3.7
1.6,1008.0,973.0,153.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143,9.9
4.1,1326.0,1289.0,259.0,714.0,134.0,1806.0,1431.0,10.9,44.1,0.5748,19.7
0.3,708.0,437.0,12.0,1941.0,19.2,1227.0,334.0,19.0,49.0,1.063,0.5
1.2,1030.0,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785,5.3
1.9,1189.0,844.0,96.0,887.0,93.0,1566.0,1049.0,13.4,69.6,1.0688,6.7
2.1,1179.0,868.0,330.0,664.0,156.0,1205.0,1240.0,4.4,82.0,0.6938,7.3
0.6,910.0,524.0,74.0,1102.0,69.0,802.0,600.0,6.4,42.7,0.4126,1.3
0.9399999999999998,844.0,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,5.5
0.5599999999999999,797.0,624.0,18.0,1074.0,33.0,1276.0,546.0,25.7,30.9,1.0048,2.6
1.6,985.0,944.0,102.0,866.0,97.0,1541.0,833.0,30.1,23.5,0.9869,9.1
4.180000000000001,1545.0,1353.0,282.8,767.0,127.4,2058.0,1588.0,9.2,56.2,0.6561,22.1
3.6,1210.0,1316.0,234.0,645.0,159.0,2030.0,1278.0,32.5,25.3,1.2165,20.7
5.04,1526.0,1495.0,286.0,471.0,140.0,2405.0,1904.0,25.8,42.2,1.3774,27.7
4.9,1557.0,1432.0,1022.0,445.0,234.0,1605.0,2068.0,5.5,66.1,0.601,25.1
2.12,1095.0,977.0,267.4,725.0,98.2,1562.0,998.0,14.6,82.9,1.3706,10.0
0.8,890.0,672.0,56.4,1183.0,56.6,1338.0,781.0,7.6,80.6,0.8437,3.3
0.2,869.0,646.0,180.0,1068.0,115.0,876.0,476.0,4.3,45.9,0.3843,2.9
2.5,1055.0,821.0,321.0,797.0,194.0,942.0,949.0,8.6,38.1,0.4282,6.2
2.7,1229.0,1114.0,352.0,598.0,76.0,1723.0,1247.0,19.7,73.7,1.6708,13.9
4.7,1405.0,1353.0,227.0,602.0,125.0,2185.0,1296.0,17.2,68.3,1.3289,22.1
2.0,1060.0,1029.0,242.0,622.0,126.0,1663.0,1210.0,24.3,44.7,1.3432,11.4
0.1,1077.0,701.0,147.0,761.0,104.0,1122.0,1106.0,9.8,68.0,0.8227,3.8
1.2200000000000002,947.0,808.0,55.8,768.0,64.6,1537.0,851.0,21.8,64.6,1.6721,5.9
5.8,1570.0,1617.0,844.0,426.0,151.0,2170.0,1944.0,22.1,56.6,1.4851,32.9
7.359999999999999,1726.0,1776.0,528.6,478.0,122.8,2684.0,1940.0,14.0,58.2,0.9271,40.3
1.2799999999999998,1050.0,923.0,86.4,747.0,86.2,1662.0,744.0,37.1,27.9,1.7309,8.6
0.8,930.0,616.0,113.0,969.0,90.0,893.0,875.0,3.8,56.8,0.4614,2.5
1.6,894.0,820.0,288.0,932.0,127.0,1072.0,820.0,13.8,36.2,0.569,6.2
0.7,930.0,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,0.8282,3.3
1.8399999999999999,1125.0,952.0,148.8,646.0,84.2,1690.0,995.0,25.3,52.9,1.6765,9.3
2.4,1150.0,1173.0,266.0,608.0,101.0,1711.0,1195.0,20.0,63.3,1.4622,15.8
0.7,956.0,656.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,3.1
5.0,1667.0,1410.0,691.0,383.0,201.0,1818.0,1948.0,18.2,52.2,1.0795,24.2
0.6,811.0,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371,2.5
0.4,796.0,526.0,25.0,1534.0,36.0,1322.0,392.0,21.4,47.8,1.2005,1.3
0.54,814.0,673.0,33.0,1138.0,50.0,1488.0,647.0,20.1,57.3,1.3352,3.3
1.8,962.0,877.0,413.0,841.0,120.0,969.0,949.0,9.3,37.6,0.4391,7.5
1.4,1092.0,814.0,172.8,794.0,65.4,1446.0,777.0,27.4,42.8,1.5344,6.0
4.0,1322.0,1151.0,573.0,566.0,174.0,1286.0,1446.0,2.7,63.4,0.4787,15.1
3.08,1359.0,1311.0,469.4,544.0,83.8,1878.0,1311.0,14.8,80.4,1.3428,20.5
1.6,928.0,790.0,231.0,812.0,154.0,951.0,609.0,17.1,25.3,0.4881,5.5
1.2,913.0,830.0,173.0,980.0,82.0,1371.0,757.0,20.0,50.7,1.1724,6.4
1.0,838.0,686.0,115.0,1083.0,61.0,1046.0,532.0,18.0,35.1,0.7176,3.6
1.9,1173.0,885.0,274.0,685.0,134.0,1288.0,1038.0,15.6,54.8,0.966,7.7
2.2,1016.0,995.0,117.0,857.0,96.0,1642.0,854.0,13.9,62.7,0.9905,10.5
0.8,966.0,744.0,58.0,967.0,65.0,1511.0,935.0,15.6,63.9,1.1287,4.6
2.2600000000000002,1152.0,1099.0,125.4,908.0,102.0,1706.0,954.0,28.5,25.8,0.9931,13.5
1.1,1012.0,775.0,49.0,899.0,53.0,1547.0,562.0,36.6,28.2,1.697,5.2
0.4600000000000001,813.0,639.0,25.0,1267.0,22.0,1538.0,655.0,19.8,64.7,1.4769,2.8
3.8,1485.0,1265.0,723.0,441.0,166.0,1647.0,1676.0,9.5,62.6,0.7444,18.9
4.0,1371.0,1305.0,599.0,521.0,152.0,1845.0,1461.0,21.2,64.4,1.6015,20.3
2.9,1173.0,1170.0,379.0,597.0,115.0,1551.0,1289.0,17.3,57.1,1.1161,15.7
0.5,851.0,551.0,30.0,1224.0,37.0,1443.0,463.0,24.5,56.9,1.7225,1.6
0.7,777.0,580.0,100.0,1263.0,58.0,963.0,465.0,15.5,42.4,0.74,1.9
2.4,1142.0,1053.0,136.0,753.0,105.0,1814.0,979.0,20.4,54.0,1.2757,12.1
1.3,1031.0,732.0,162.0,872.0,69.0,1476.0,704.0,19.8,78.0,1.7879,4.4
1.6,1007.0,798.0,253.0,793.0,155.0,942.0,867.0,9.3,34.6,0.405,5.7
4.5,1392.0,1325.0,1145.0,511.0,194.0,1631.0,1465.0,11.2,80.7,1.0688,21.0
1.7,948.0,799.0,226.0,1539.0,105.0,1145.0,827.0,14.8,48.4,0.8069,5.7
0.8,839.0,536.0,69.0,1229.0,60.0,970.0,600.0,9.3,65.9,0.7757,1.4
1.7,977.0,913.0,104.0,744.0,81.0,1512.0,977.0,24.7,41.8,1.2839,8.3
0.8,899.0,803.0,87.0,1221.0,83.0,1426.0,596.0,22.4,31.3,0.8365,5.8
2.1,1061.0,849.0,373.0,757.0,145.0,1063.0,1125.0,4.0,69.8,0.5756,6.8
1.4,1013.0,897.0,63.8,798.0,82.2,1351.0,594.0,37.3,20.3,1.2771,7.9
0.5,779.0,500.0,134.0,1361.0,84.0,652.0,313.0,-0.6,41.4,0.2478,1.0
0.54,833.0,632.0,120.0,1107.0,78.0,834.0,760.0,5.1,46.5,0.4125,2.7
0.8,938.0,653.0,161.0,970.0,95.0,1100.0,747.0,12.3,60.1,0.8562,3.0
0.8,821.0,584.0,106.0,1132.0,70.0,1070.0,686.0,12.7,65.6,0.9566,2.0
